O*NET-SOC Code,Element Name,Data Value
43-6014.00,Number Facility,2.12
43-6014.00,Memorization,2.12
43-6014.00,Speed of Closure,2
43-6014.00,Flexibility of Closure,2
43-6014.00,Perceptual Speed,2.25
43-6014.00,Spatial Orientation,1
43-6014.00,Visualization,2.12
43-6014.00,Selective Attention,3
43-6014.00,Time Sharing,2.88
43-6014.00,Arm-Hand Steadiness,2
43-6014.00,Manual Dexterity,2
43-6014.00,Finger Dexterity,2.12
43-6014.00,Control Precision,1.88
43-6014.00,Multilimb Coordination,1
43-6014.00,Response Orientation,1
43-6014.00,Rate Control,1
43-6014.00,Reaction Time,1
43-6014.00,Wrist-Finger Speed,2.12
43-6014.00,Speed of Limb Movement,1
43-6014.00,Static Strength,1
43-6014.00,Explosive Strength,1
43-6014.00,Dynamic Strength,1.12
43-6014.00,Trunk Strength,1.75
43-6014.00,Stamina,1
43-6014.00,Extent Flexibility,1
43-6014.00,Dynamic Flexibility,1
43-6014.00,Gross Body Coordination,1
43-6014.00,Gross Body Equilibrium,1
43-6014.00,Near Vision,3.88
43-6014.00,Far Vision,2.25
43-6014.00,Visual Color Discrimination,2
43-6014.00,Night Vision,1
43-6014.00,Peripheral Vision,1
43-6014.00,Depth Perception,1
43-6014.00,Glare Sensitivity,1
43-6014.00,Hearing Sensitivity,1.88
43-6014.00,Auditory Attention,1.88
43-6014.00,Sound Localization,1
43-6014.00,Speech Recognition,3.75
43-6014.00,Speech Clarity,3.75
43-9011.00,Oral Comprehension,3.62
43-9011.00,Written Comprehension,3.38
43-9011.00,Oral Expression,3.5
43-9011.00,Written Expression,3
43-9011.00,Fluency of Ideas,2.62
43-9011.00,Originality,2.75
43-9011.00,Problem Sensitivity,3.88
43-9011.00,Deductive Reasoning,3.5
43-9011.00,Inductive Reasoning,3.25
43-9011.00,Information Ordering,3.38
43-9011.00,Category Flexibility,3
43-9011.00,Mathematical Reasoning,2.88
43-9011.00,Number Facility,2.12
43-9011.00,Memorization,2.25
43-9011.00,Speed of Closure,2.62
43-9011.00,Flexibility of Closure,3.12
43-9011.00,Perceptual Speed,3.38
43-9011.00,Spatial Orientation,1
43-9011.00,Visualization,2.75
43-9011.00,Selective Attention,3.5
43-9011.00,Time Sharing,2.5
43-9011.00,Arm-Hand Steadiness,2.38
43-9011.00,Manual Dexterity,2
43-9011.00,Finger Dexterity,3
43-9011.00,Control Precision,2.25
43-9011.00,Multilimb Coordination,1.5
43-9011.00,Response Orientation,1.62
43-9011.00,Rate Control,1.5
43-9011.00,Reaction Time,1.62
43-9011.00,Wrist-Finger Speed,2
43-9011.00,Speed of Limb Movement,1
43-9011.00,Static Strength,1.38
43-9011.00,Explosive Strength,1
43-9011.00,Dynamic Strength,1.88
43-9011.00,Trunk Strength,2.25
43-9011.00,Stamina,1.38
43-9011.00,Extent Flexibility,1.5
43-9011.00,Dynamic Flexibility,1
43-9011.00,Gross Body Coordination,1.12
43-9011.00,Gross Body Equilibrium,1.12
43-9011.00,Near Vision,4
43-9011.00,Far Vision,2.62
43-9011.00,Visual Color Discrimination,2.62
43-9011.00,Night Vision,1
43-9011.00,Peripheral Vision,1
43-9011.00,Depth Perception,1.75
43-9011.00,Glare Sensitivity,1.5
43-9011.00,Hearing Sensitivity,2.38
43-9011.00,Auditory Attention,2.5
43-9011.00,Sound Localization,1
43-9011.00,Speech Recognition,3.25
43-9011.00,Speech Clarity,3.25
43-9021.00,Oral Comprehension,3.5
43-9021.00,Written Comprehension,3.88
43-9021.00,Oral Expression,3
43-9021.00,Written Expression,3.12
43-9021.00,Fluency of Ideas,2.12
43-9021.00,Originality,2
43-9021.00,Problem Sensitivity,2.88
43-9021.00,Deductive Reasoning,2.88
43-9021.00,Inductive Reasoning,3
43-9021.00,Information Ordering,3.5
43-9021.00,Category Flexibility,3.12
43-9021.00,Mathematical Reasoning,2.38
43-9021.00,Number Facility,2.12
43-9021.00,Memorization,2.38
43-9021.00,Speed of Closure,2.5
43-9021.00,Flexibility of Closure,2.75
43-9021.00,Perceptual Speed,3.5
43-9021.00,Spatial Orientation,1
43-9021.00,Visualization,2.38
43-9021.00,Selective Attention,3.38
43-9021.00,Time Sharing,2.75
43-9021.00,Arm-Hand Steadiness,2
43-9021.00,Manual Dexterity,2
43-9021.00,Finger Dexterity,3.75
43-9021.00,Control Precision,2
43-9021.00,Multilimb Coordination,1.62
43-9021.00,Response Orientation,1
43-9021.00,Rate Control,1.62
43-9021.00,Reaction Time,1.38
43-9021.00,Wrist-Finger Speed,3.12
43-9021.00,Speed of Limb Movement,1
43-9021.00,Static Strength,1.62
43-9021.00,Explosive Strength,1.62
43-9021.00,Dynamic Strength,1.62
43-9021.00,Trunk Strength,2
43-9021.00,Stamina,1.5
43-9021.00,Extent Flexibility,1.88
43-9021.00,Dynamic Flexibility,1
43-9021.00,Gross Body Coordination,1.38
43-9021.00,Gross Body Equilibrium,1.5
43-9021.00,Near Vision,3.88
43-9021.00,Far Vision,2.75
43-9021.00,Visual Color Discrimination,2
43-9021.00,Night Vision,1
43-9021.00,Peripheral Vision,1
43-9021.00,Depth Perception,1.88
43-9021.00,Glare Sensitivity,1
43-9021.00,Hearing Sensitivity,2
43-9021.00,Auditory Attention,2.12
43-9021.00,Sound Localization,1
43-9021.00,Speech Recognition,3.5
43-9021.00,Speech Clarity,3.25
43-9022.00,Oral Comprehension,3.38
43-9022.00,Written Comprehension,3.75
43-9022.00,Oral Expression,3.12
43-9022.00,Written Expression,3.25
43-9022.00,Fluency of Ideas,2
43-9022.00,Originality,1.88
43-9022.00,Problem Sensitivity,2.88
43-9022.00,Deductive Reasoning,3
43-9022.00,Inductive Reasoning,2.62
43-9022.00,Information Ordering,3.12
43-9022.00,Category Flexibility,3
43-9022.00,Mathematical Reasoning,2.38
43-9022.00,Number Facility,2.25
43-9022.00,Memorization,2
43-9022.00,Speed of Closure,2.25
43-9022.00,Flexibility of Closure,2.5
43-9022.00,Perceptual Speed,3
43-9022.00,Spatial Orientation,1
43-9022.00,Visualization,2.5
43-9022.00,Selective Attention,2.88
43-9022.00,Time Sharing,2.25
43-9022.00,Arm-Hand Steadiness,2
43-9022.00,Manual Dexterity,2.12
43-9022.00,Finger Dexterity,3
43-9022.00,Control Precision,2
43-9022.00,Multilimb Coordination,1.12
43-9022.00,Response Orientation,1.25
43-9022.00,Rate Control,1
43-9022.00,Reaction Time,1
43-9022.00,Wrist-Finger Speed,3.12
43-9022.00,Speed of Limb Movement,1
43-9022.00,Static Strength,1
43-9022.00,Explosive Strength,1
43-9022.00,Dynamic Strength,1.5
43-9022.00,Trunk Strength,2
43-9022.00,Stamina,1
43-9022.00,Extent Flexibility,1
43-9022.00,Dynamic Flexibility,1
43-9022.00,Gross Body Coordination,1
43-9022.00,Gross Body Equilibrium,1
43-9022.00,Near Vision,4
43-9022.00,Far Vision,2.38
43-9022.00,Visual Color Discrimination,1.88
43-9022.00,Night Vision,1
43-9022.00,Peripheral Vision,1
43-9022.00,Depth Perception,1.38
43-9022.00,Glare Sensitivity,1
43-9022.00,Hearing Sensitivity,1.62
43-9022.00,Auditory Attention,2.12
43-9022.00,Sound Localization,1
43-9022.00,Speech Recognition,3.5
43-9022.00,Speech Clarity,3
43-9031.00,Oral Comprehension,3.62
43-9031.00,Written Comprehension,3.75
43-9031.00,Oral Expression,3.38
43-9031.00,Written Expression,3.5
43-9031.00,Fluency of Ideas,3.75
43-9031.00,Originality,3.75
43-9031.00,Problem Sensitivity,3.5
43-9031.00,Deductive Reasoning,3.5
43-9031.00,Inductive Reasoning,3.25
43-9031.00,Information Ordering,4
43-9031.00,Category Flexibility,3.75
43-9031.00,Mathematical Reasoning,2.38
43-9031.00,Number Facility,2.5
43-9031.00,Memorization,2.5
43-9031.00,Speed of Closure,2.75
43-9031.00,Flexibility of Closure,3.38
43-9031.00,Perceptual Speed,3.62
43-9031.00,Spatial Orientation,1.62
43-9031.00,Visualization,4
43-9031.00,Selective Attention,3.38
43-9031.00,Time Sharing,2.5
43-9031.00,Arm-Hand Steadiness,2.88
43-9031.00,Manual Dexterity,2.88
43-9031.00,Finger Dexterity,3
43-9031.00,Control Precision,2.88
43-9031.00,Multilimb Coordination,2.5
43-9031.00,Response Orientation,1.88
43-9031.00,Rate Control,1.88
43-9031.00,Reaction Time,1.75
43-9031.00,Wrist-Finger Speed,2.12
43-9031.00,Speed of Limb Movement,1.62
43-9031.00,Static Strength,1.88
43-9031.00,Explosive Strength,1
43-9031.00,Dynamic Strength,1.75
43-9031.00,Trunk Strength,1.88
43-9031.00,Stamina,1.75
43-9031.00,Extent Flexibility,1.75
43-9031.00,Dynamic Flexibility,1
43-9031.00,Gross Body Coordination,1.75
43-9031.00,Gross Body Equilibrium,1.75
43-9031.00,Near Vision,4.38
43-9031.00,Far Vision,3
43-9031.00,Visual Color Discrimination,3.75
43-9031.00,Night Vision,1.75
43-9031.00,Peripheral Vision,1.62
43-9031.00,Depth Perception,2.38
43-9031.00,Glare Sensitivity,1.88
43-9031.00,Hearing Sensitivity,2
43-9031.00,Auditory Attention,1.88
43-9031.00,Sound Localization,1.88
43-9031.00,Speech Recognition,3.25
43-9031.00,Speech Clarity,3.38
43-9041.01,Oral Comprehension,4
43-9041.01,Written Comprehension,4
43-9041.01,Oral Expression,4
43-9041.01,Written Expression,3.75
43-9041.01,Fluency of Ideas,2.12
43-9041.01,Originality,2.12
43-9041.01,Problem Sensitivity,3.25
43-9041.01,Deductive Reasoning,3.25
43-9041.01,Inductive Reasoning,3.12
43-9041.01,Information Ordering,3.38
43-9041.01,Category Flexibility,3
43-9041.01,Mathematical Reasoning,2.88
43-9041.01,Number Facility,2.75
43-9041.01,Memorization,2
43-9041.01,Speed of Closure,2.12
43-9041.01,Flexibility of Closure,2.62
43-9041.01,Perceptual Speed,2.5
43-9041.01,Spatial Orientation,1
43-9041.01,Visualization,1.88
43-9041.01,Selective Attention,3.12
43-9041.01,Time Sharing,2.12
43-9041.01,Arm-Hand Steadiness,1.88
43-9041.01,Manual Dexterity,2
43-9041.01,Finger Dexterity,2.25
43-9041.01,Control Precision,1.75
43-9041.01,Multilimb Coordination,1
43-9041.01,Response Orientation,1.12
43-9041.01,Rate Control,1
43-9041.01,Reaction Time,1
43-9041.01,Wrist-Finger Speed,2.12
43-9041.01,Speed of Limb Movement,1
43-9041.01,Static Strength,1
43-9041.01,Explosive Strength,1
43-9041.01,Dynamic Strength,1.38
43-9041.01,Trunk Strength,1.75
43-9041.01,Stamina,1
43-9041.01,Extent Flexibility,1
43-9041.01,Dynamic Flexibility,1
43-9041.01,Gross Body Coordination,1
43-9041.01,Gross Body Equilibrium,1
43-9041.01,Near Vision,3.75
43-9041.01,Far Vision,2.25
43-9041.01,Visual Color Discrimination,1.75
43-9041.01,Night Vision,1
43-9041.01,Peripheral Vision,1
43-9041.01,Depth Perception,1
43-9041.01,Glare Sensitivity,1
43-9041.01,Hearing Sensitivity,1.75
43-9041.01,Auditory Attention,2
43-9041.01,Sound Localization,1
43-9041.01,Speech Recognition,3.88
43-9041.01,Speech Clarity,3.75
43-9041.02,Oral Comprehension,3.75
43-9041.02,Written Comprehension,3.88
43-9041.02,Oral Expression,3.75
43-9041.02,Written Expression,3.25
43-9041.02,Fluency of Ideas,2
43-9041.02,Originality,2
43-9041.02,Problem Sensitivity,3
43-9041.02,Deductive Reasoning,3.25
43-9041.02,Inductive Reasoning,3
43-9041.02,Information Ordering,3.25
43-9041.02,Category Flexibility,2.88
43-9041.02,Mathematical Reasoning,2.75
43-9041.02,Number Facility,2.75
43-9041.02,Memorization,2
43-9041.02,Speed of Closure,2.25
43-9041.02,Flexibility of Closure,2.75
43-9041.02,Perceptual Speed,2.88
43-9041.02,Spatial Orientation,1.12
43-9041.02,Visualization,2
43-9041.02,Selective Attention,2.5
43-9041.02,Time Sharing,2
43-9041.02,Arm-Hand Steadiness,1.75
43-9041.02,Manual Dexterity,1.75
43-9041.02,Finger Dexterity,1.88
43-9041.02,Control Precision,1.75
43-9041.02,Multilimb Coordination,1
43-9041.02,Response Orientation,1
43-9041.02,Rate Control,1
43-9041.02,Reaction Time,1
43-9041.02,Wrist-Finger Speed,1.38
43-9041.02,Speed of Limb Movement,1
43-9041.02,Static Strength,1
43-9041.02,Explosive Strength,1
43-9041.02,Dynamic Strength,1.12
43-9041.02,Trunk Strength,1.75
43-9041.02,Stamina,1
43-9041.02,Extent Flexibility,1
43-9041.02,Dynamic Flexibility,1
43-9041.02,Gross Body Coordination,1
43-9041.02,Gross Body Equilibrium,1
43-9041.02,Near Vision,3.38
43-9041.02,Far Vision,2
43-9041.02,Visual Color Discrimination,1.75
43-9041.02,Night Vision,1
43-9041.02,Peripheral Vision,1
43-9041.02,Depth Perception,1
43-9041.02,Glare Sensitivity,1
43-9041.02,Hearing Sensitivity,1.62
43-9041.02,Auditory Attention,1.75
43-9041.02,Sound Localization,1
43-9041.02,Speech Recognition,3.38
43-9041.02,Speech Clarity,3.38
43-9051.00,Oral Comprehension,3.25
43-9051.00,Written Comprehension,3.12
43-9051.00,Oral Expression,3
43-9051.00,Written Expression,2.88
43-9051.00,Fluency of Ideas,2
43-9051.00,Originality,2
43-9051.00,Problem Sensitivity,3
43-9051.00,Deductive Reasoning,3
43-9051.00,Inductive Reasoning,2.88
43-9051.00,Information Ordering,3.12
43-9051.00,Category Flexibility,3.12
43-9051.00,Mathematical Reasoning,2.12
43-9051.00,Number Facility,2.12
43-9051.00,Memorization,2.12
43-9051.00,Speed of Closure,2.12
43-9051.00,Flexibility of Closure,2.5
43-9051.00,Perceptual Speed,2.88
43-9051.00,Spatial Orientation,1.75
43-9051.00,Visualization,2.25
43-9051.00,Selective Attention,2.88
43-9051.00,Time Sharing,2.25
43-9051.00,Arm-Hand Steadiness,3
43-9051.00,Manual Dexterity,3.12
43-9051.00,Finger Dexterity,3.12
43-9051.00,Control Precision,2.62
43-9051.00,Multilimb Coordination,2.62
43-9051.00,Response Orientation,2.12
43-9051.00,Rate Control,2.5
43-9051.00,Reaction Time,2.25
43-9051.00,Wrist-Finger Speed,2.12
43-9051.00,Speed of Limb Movement,1.75
43-9051.00,Static Strength,2.88
43-9051.00,Explosive Strength,1.75
43-9051.00,Dynamic Strength,2.12
43-9051.00,Trunk Strength,2.75
43-9051.00,Stamina,2.12
43-9051.00,Extent Flexibility,2.38
43-9051.00,Dynamic Flexibility,1.38
43-9051.00,Gross Body Coordination,2
43-9051.00,Gross Body Equilibrium,2
43-9051.00,Near Vision,3.38
43-9051.00,Far Vision,2.88
43-9051.00,Visual Color Discrimination,2.25
43-9051.00,Night Vision,1.25
43-9051.00,Peripheral Vision,1.5
43-9051.00,Depth Perception,2.12
43-9051.00,Glare Sensitivity,1.12
43-9051.00,Hearing Sensitivity,2.12
43-9051.00,Auditory Attention,2
43-9051.00,Sound Localization,1.25
43-9051.00,Speech Recognition,3.12
43-9051.00,Speech Clarity,2.88
43-9061.00,Oral Comprehension,3.75
43-9061.00,Written Comprehension,3.75
43-9061.00,Oral Expression,3.88
43-9061.00,Written Expression,3.62
43-9061.00,Fluency of Ideas,2.75
43-9061.00,Originality,2.12
43-9061.00,Problem Sensitivity,3.12
43-9061.00,Deductive Reasoning,3
43-9061.00,Inductive Reasoning,3
43-9061.00,Information Ordering,3.12
43-9061.00,Category Flexibility,3
43-9061.00,Mathematical Reasoning,2.75
43-9061.00,Number Facility,2.62
43-9061.00,Memorization,2.12
43-9061.00,Speed of Closure,2.12
43-9061.00,Flexibility of Closure,2.62
43-9061.00,Perceptual Speed,2.62
43-9061.00,Spatial Orientation,1
43-9061.00,Visualization,2.12
43-9061.00,Selective Attention,3
43-9061.00,Time Sharing,2.88
43-9061.00,Arm-Hand Steadiness,2
43-9061.00,Manual Dexterity,1.88
43-9061.00,Finger Dexterity,2.38
43-9061.00,Control Precision,2.12
43-9061.00,Multilimb Coordination,1.38
43-9061.00,Response Orientation,1
43-9061.00,Rate Control,1
43-9061.00,Reaction Time,1
43-9061.00,Wrist-Finger Speed,1.5
43-9061.00,Speed of Limb Movement,1
43-9061.00,Static Strength,1.38
43-9061.00,Explosive Strength,1
43-9061.00,Dynamic Strength,1.38
43-9061.00,Trunk Strength,1.75
43-9061.00,Stamina,1
43-9061.00,Extent Flexibility,1
43-9061.00,Dynamic Flexibility,1
43-9061.00,Gross Body Coordination,1
43-9061.00,Gross Body Equilibrium,1
43-9061.00,Near Vision,3.38
43-9061.00,Far Vision,2.75
43-9061.00,Visual Color Discrimination,2.12
43-9061.00,Night Vision,1
43-9061.00,Peripheral Vision,1
43-9061.00,Depth Perception,1.5
43-9061.00,Glare Sensitivity,1
43-9061.00,Hearing Sensitivity,2
43-9061.00,Auditory Attention,2.12
43-9061.00,Sound Localization,1
43-9061.00,Speech Recognition,3.38
43-9061.00,Speech Clarity,3.38
43-9071.00,Oral Comprehension,3.12
43-9071.00,Written Comprehension,3.62
43-9071.00,Oral Expression,3.12
43-9071.00,Written Expression,2.88
43-9071.00,Fluency of Ideas,2.12
43-9071.00,Originality,2.12
43-9071.00,Problem Sensitivity,3
43-9071.00,Deductive Reasoning,2.75
43-9071.00,Inductive Reasoning,2.75
43-9071.00,Information Ordering,3.25
43-9071.00,Category Flexibility,2.75
43-9071.00,Mathematical Reasoning,2.75
43-9071.00,Number Facility,2.75
43-9071.00,Memorization,2
43-9071.00,Speed of Closure,2
43-9071.00,Flexibility of Closure,2.5
43-9071.00,Perceptual Speed,2.75
43-9071.00,Spatial Orientation,1
43-9071.00,Visualization,2.75
43-9071.00,Selective Attention,3
43-9071.00,Time Sharing,2.62
43-9071.00,Arm-Hand Steadiness,3
43-9071.00,Manual Dexterity,2.75
43-9071.00,Finger Dexterity,2.88
43-9071.00,Control Precision,2.88
43-9071.00,Multilimb Coordination,2.38
43-9071.00,Response Orientation,1.75
43-9071.00,Rate Control,2.62
43-9071.00,Reaction Time,2.25
43-9071.00,Wrist-Finger Speed,2.12
43-9071.00,Speed of Limb Movement,1.62
43-9071.00,Static Strength,2.12
43-9071.00,Explosive Strength,1.38
43-9071.00,Dynamic Strength,2
43-9071.00,Trunk Strength,2.5
43-9071.00,Stamina,2.12
43-9071.00,Extent Flexibility,2.38
43-9071.00,Dynamic Flexibility,1
43-9071.00,Gross Body Coordination,2
43-9071.00,Gross Body Equilibrium,2
43-9071.00,Near Vision,3.62
43-9071.00,Far Vision,2.75
43-9071.00,Visual Color Discrimination,2.62
43-9071.00,Night Vision,1
43-9071.00,Peripheral Vision,1.12
43-9071.00,Depth Perception,2.38
43-9071.00,Glare Sensitivity,1.12
43-9071.00,Hearing Sensitivity,2.5
43-9071.00,Auditory Attention,2.75
43-9071.00,Sound Localization,1.12
43-9071.00,Speech Recognition,2.88
43-9071.00,Speech Clarity,2.88
43-9081.00,Oral Comprehension,3.75
43-9081.00,Written Comprehension,4.38
43-9081.00,Oral Expression,3.5
43-9081.00,Written Expression,3.62
43-9081.00,Fluency of Ideas,2
43-9081.00,Originality,1.88
43-9081.00,Problem Sensitivity,3.25
43-9081.00,Deductive Reasoning,3.12
43-9081.00,Inductive Reasoning,2.75
43-9081.00,Information Ordering,3
43-9081.00,Category Flexibility,2.5
43-9081.00,Mathematical Reasoning,2
43-9081.00,Number Facility,1.38
43-9081.00,Memorization,2
43-9081.00,Speed of Closure,2.12
43-9081.00,Flexibility of Closure,2.5
43-9081.00,Perceptual Speed,3.12
43-9081.00,Spatial Orientation,1
43-9081.00,Visualization,2.12
43-9081.00,Selective Attention,2.88
43-9081.00,Time Sharing,1.88
43-9081.00,Arm-Hand Steadiness,1.88
43-9081.00,Manual Dexterity,1.88
43-9081.00,Finger Dexterity,2
43-9081.00,Control Precision,1.38
43-9081.00,Multilimb Coordination,1
43-9081.00,Response Orientation,1
43-9081.00,Rate Control,1
43-9081.00,Reaction Time,1.12
43-9081.00,Wrist-Finger Speed,1.38
43-9081.00,Speed of Limb Movement,1
43-9081.00,Static Strength,1
43-9081.00,Explosive Strength,1
43-9081.00,Dynamic Strength,1.38
43-9081.00,Trunk Strength,1.62
43-9081.00,Stamina,1
43-9081.00,Extent Flexibility,1
43-9081.00,Dynamic Flexibility,1
43-9081.00,Gross Body Coordination,1
43-9081.00,Gross Body Equilibrium,1
43-9081.00,Near Vision,3.88
43-9081.00,Far Vision,1.75
43-9081.00,Visual Color Discrimination,1.75
43-9081.00,Night Vision,1
43-9081.00,Peripheral Vision,1
43-9081.00,Depth Perception,1
43-9081.00,Glare Sensitivity,1
43-9081.00,Hearing Sensitivity,1.5
43-9081.00,Auditory Attention,1.62
43-9081.00,Sound Localization,1
43-9081.00,Speech Recognition,3
43-9081.00,Speech Clarity,3
43-9111.00,Oral Comprehension,3.88
43-9111.00,Written Comprehension,4
43-9111.00,Oral Expression,3.75
43-9111.00,Written Expression,3.88
43-9111.00,Fluency of Ideas,3.12
43-9111.00,Originality,3
43-9111.00,Problem Sensitivity,3.12
43-9111.00,Deductive Reasoning,3.62
43-9111.00,Inductive Reasoning,3.75
43-9111.00,Information Ordering,3.75
43-9111.00,Category Flexibility,3.38
43-9111.00,Mathematical Reasoning,4.62
43-9111.00,Number Facility,4
43-9111.00,Memorization,2.88
43-9111.00,Speed of Closure,3
43-9111.00,Flexibility of Closure,3.25
43-9111.00,Perceptual Speed,3
43-9111.00,Spatial Orientation,1
43-9111.00,Visualization,2.75
43-9111.00,Selective Attention,3.25
43-9111.00,Time Sharing,2.38
43-9111.00,Arm-Hand Steadiness,1.5
43-9111.00,Manual Dexterity,1.5
43-9111.00,Finger Dexterity,2.12
43-9111.00,Control Precision,1.38
43-9111.00,Multilimb Coordination,1
43-9111.00,Response Orientation,1
43-9111.00,Rate Control,1
43-9111.00,Reaction Time,1
43-9111.00,Wrist-Finger Speed,1.5
43-9111.00,Speed of Limb Movement,1
43-9111.00,Static Strength,1
43-9111.00,Explosive Strength,1
43-9111.00,Dynamic Strength,1.5
43-9111.00,Trunk Strength,1.5
43-9111.00,Stamina,1
43-9111.00,Extent Flexibility,1
43-9111.00,Dynamic Flexibility,1
43-9111.00,Gross Body Coordination,1
43-9111.00,Gross Body Equilibrium,1
43-9111.00,Near Vision,3.75
43-9111.00,Far Vision,2.75
43-9111.00,Visual Color Discrimination,2
43-9111.00,Night Vision,1
43-9111.00,Peripheral Vision,1
43-9111.00,Depth Perception,1.25
43-9111.00,Glare Sensitivity,1
43-9111.00,Hearing Sensitivity,1.75
43-9111.00,Auditory Attention,2.12
43-9111.00,Sound Localization,1
43-9111.00,Speech Recognition,3.5
43-9111.00,Speech Clarity,3.5
43-9111.01,Oral Comprehension,3.75
43-9111.01,Written Comprehension,4
43-9111.01,Oral Expression,3.5
43-9111.01,Written Expression,3.62
43-9111.01,Fluency of Ideas,3.25
43-9111.01,Originality,3
43-9111.01,Problem Sensitivity,3.38
43-9111.01,Deductive Reasoning,3.75
43-9111.01,Inductive Reasoning,3.75
43-9111.01,Information Ordering,3.62
43-9111.01,Category Flexibility,3.38
43-9111.01,Mathematical Reasoning,3.62
43-9111.01,Number Facility,3.12
43-9111.01,Memorization,2.88
43-9111.01,Speed of Closure,2.75
43-9111.01,Flexibility of Closure,3.38
43-9111.01,Perceptual Speed,3
43-9111.01,Spatial Orientation,1
43-9111.01,Visualization,3
43-9111.01,Selective Attention,3.5
43-9111.01,Time Sharing,2.75
43-9111.01,Arm-Hand Steadiness,1
43-9111.01,Manual Dexterity,1
43-9111.01,Finger Dexterity,2.5
43-9111.01,Control Precision,1.12
43-9111.01,Multilimb Coordination,1
43-9111.01,Response Orientation,1
43-9111.01,Rate Control,1
43-9111.01,Reaction Time,1
43-9111.01,Wrist-Finger Speed,1.25
43-9111.01,Speed of Limb Movement,1
43-9111.01,Static Strength,1
43-9111.01,Explosive Strength,1
43-9111.01,Dynamic Strength,1
43-9111.01,Trunk Strength,1
43-9111.01,Stamina,1
43-9111.01,Extent Flexibility,1
43-9111.01,Dynamic Flexibility,1
43-9111.01,Gross Body Coordination,1
43-9111.01,Gross Body Equilibrium,1
43-9111.01,Near Vision,3.38
43-9111.01,Far Vision,2.88
43-9111.01,Visual Color Discrimination,2.5
43-9111.01,Night Vision,1
43-9111.01,Peripheral Vision,1
43-9111.01,Depth Perception,1.62
43-9111.01,Glare Sensitivity,1
43-9111.01,Hearing Sensitivity,1.88
43-9111.01,Auditory Attention,1.88
43-9111.01,Sound Localization,1
43-9111.01,Speech Recognition,3.38
43-9111.01,Speech Clarity,3.38
45-1011.05,Oral Comprehension,3.75
45-1011.05,Written Comprehension,3
45-1011.05,Oral Expression,3.88
45-1011.05,Written Expression,3
45-1011.05,Fluency of Ideas,3.12
45-1011.05,Originality,3
45-1011.05,Problem Sensitivity,3.88
45-1011.05,Deductive Reasoning,3.75
45-1011.05,Inductive Reasoning,3.75
45-1011.05,Information Ordering,3.62
45-1011.05,Category Flexibility,3.12
45-1011.05,Mathematical Reasoning,2.5
45-1011.05,Number Facility,2.75
45-1011.05,Memorization,2.62
45-1011.05,Speed of Closure,2.88
45-1011.05,Flexibility of Closure,3.12
45-1011.05,Perceptual Speed,3
45-1011.05,Spatial Orientation,2.75
45-1011.05,Visualization,3.25
45-1011.05,Selective Attention,3
45-1011.05,Time Sharing,2.88
45-1011.05,Arm-Hand Steadiness,3
45-1011.05,Manual Dexterity,3
45-1011.05,Finger Dexterity,3
45-1011.05,Control Precision,3.62
45-1011.05,Multilimb Coordination,3.62
45-1011.05,Response Orientation,3
45-1011.05,Rate Control,3
45-1011.05,Reaction Time,3.62
45-1011.05,Wrist-Finger Speed,2.75
45-1011.05,Speed of Limb Movement,2.62
45-1011.05,Static Strength,3.12
45-1011.05,Explosive Strength,1.12
45-1011.05,Dynamic Strength,2.62
45-1011.05,Trunk Strength,2.75
45-1011.05,Stamina,2.75
45-1011.05,Extent Flexibility,2.25
45-1011.05,Dynamic Flexibility,1.12
45-1011.05,Gross Body Coordination,2.25
45-1011.05,Gross Body Equilibrium,2
45-1011.05,Near Vision,3.88
45-1011.05,Far Vision,3.62
45-1011.05,Visual Color Discrimination,3
45-1011.05,Night Vision,2
45-1011.05,Peripheral Vision,2.62
45-1011.05,Depth Perception,3.5
45-1011.05,Glare Sensitivity,2.12
45-1011.05,Hearing Sensitivity,3
45-1011.05,Auditory Attention,3.12
45-1011.05,Sound Localization,2
45-1011.05,Speech Recognition,3.5
45-1011.05,Speech Clarity,3.5
45-1011.06,Oral Comprehension,3.88
45-1011.06,Written Comprehension,3.88
45-1011.06,Oral Expression,4
45-1011.06,Written Expression,3.5
45-1011.06,Fluency of Ideas,3
45-1011.06,Originality,2.88
45-1011.06,Problem Sensitivity,3.88
45-1011.06,Deductive Reasoning,3.88
45-1011.06,Inductive Reasoning,3.75
45-1011.06,Information Ordering,3.75
45-1011.06,Category Flexibility,3.38
45-1011.06,Mathematical Reasoning,2.75
45-1011.06,Number Facility,2.88
45-1011.06,Memorization,2.62
45-1011.06,Speed of Closure,2.5
45-1011.06,Flexibility of Closure,3.75
45-1011.06,Perceptual Speed,3.25
45-1011.06,Spatial Orientation,2
45-1011.06,Visualization,2.88
45-1011.06,Selective Attention,3.12
45-1011.06,Time Sharing,3
45-1011.06,Arm-Hand Steadiness,3
45-1011.06,Manual Dexterity,3
45-1011.06,Finger Dexterity,3
45-1011.06,Control Precision,3
45-1011.06,Multilimb Coordination,2.88
45-1011.06,Response Orientation,2.38
45-1011.06,Rate Control,2
45-1011.06,Reaction Time,2.12
45-1011.06,Wrist-Finger Speed,2
45-1011.06,Speed of Limb Movement,1.62
45-1011.06,Static Strength,2.88
45-1011.06,Explosive Strength,1.75
45-1011.06,Dynamic Strength,2
45-1011.06,Trunk Strength,3
45-1011.06,Stamina,2.38
45-1011.06,Extent Flexibility,2.5
