O*NET-SOC Code,Element Name,Data Value
49-3023.01,Production and Processing,2.29
49-3023.01,Food Production,1.03
49-3023.01,Computers and Electronics,3.47
49-3023.01,Engineering and Technology,3.3
49-3023.01,Design,2.55
49-3023.01,Building and Construction,1.9
49-3023.01,Mechanical,4.85
49-3023.01,Mathematics,2.71
49-3023.01,Physics,2.67
49-3023.01,Chemistry,2.45
49-3023.01,Biology,1.14
49-3023.01,Psychology,1.19
49-3023.01,Sociology and Anthropology,1.03
49-3023.01,Geography,1.29
49-3023.01,Medicine and Dentistry,1.16
49-3023.01,Therapy and Counseling,1.14
49-3023.01,Education and Training,2.9
49-3023.01,English Language,2.99
49-3023.01,Foreign Language,1.17
49-3023.01,Fine Arts,1.03
49-3023.01,History and Archeology,1.03
49-3023.01,Philosophy and Theology,1
49-3023.01,Public Safety and Security,2.68
49-3023.01,Law and Government,1.86
49-3023.01,Telecommunications,1.85
49-3023.01,Communications and Media,1.34
49-3023.01,Transportation,2.74
49-3023.02,Administration and Management,3.24
49-3023.02,Clerical,2.46
49-3023.02,Economics and Accounting,2.07
49-3023.02,Sales and Marketing,2.74
49-3023.02,Customer and Personal Service,3.73
49-3023.02,Personnel and Human Resources,2.09
49-3023.02,Production and Processing,2.28
49-3023.02,Food Production,1.01
49-3023.02,Computers and Electronics,3.27
49-3023.02,Engineering and Technology,3.06
49-3023.02,Design,2.53
49-3023.02,Building and Construction,1.47
49-3023.02,Mechanical,4.56
49-3023.02,Mathematics,3.12
49-3023.02,Physics,2.25
49-3023.02,Chemistry,2.12
49-3023.02,Biology,1.07
49-3023.02,Psychology,1.94
49-3023.02,Sociology and Anthropology,1.08
49-3023.02,Geography,1.3
49-3023.02,Medicine and Dentistry,1.11
49-3023.02,Therapy and Counseling,1.09
49-3023.02,Education and Training,2.58
49-3023.02,English Language,3.46
49-3023.02,Foreign Language,1.66
49-3023.02,Fine Arts,1
49-3023.02,History and Archeology,1.2
49-3023.02,Philosophy and Theology,1.19
49-3023.02,Public Safety and Security,2.62
49-3023.02,Law and Government,2.07
49-3023.02,Telecommunications,2.11
49-3023.02,Communications and Media,1.77
49-3023.02,Transportation,2.3
49-3031.00,Administration and Management,3.01
49-3031.00,Clerical,2.59
49-3031.00,Economics and Accounting,1.96
49-3031.00,Sales and Marketing,1.58
49-3031.00,Customer and Personal Service,3.51
49-3031.00,Personnel and Human Resources,2.11
49-3031.00,Production and Processing,2.96
49-3031.00,Food Production,1.27
49-3031.00,Computers and Electronics,2.95
49-3031.00,Engineering and Technology,3.29
49-3031.00,Design,2.34
49-3031.00,Building and Construction,1.84
49-3031.00,Mechanical,4.62
49-3031.00,Mathematics,2.68
49-3031.00,Physics,2.71
49-3031.00,Chemistry,2.24
49-3031.00,Biology,1.28
49-3031.00,Psychology,1.76
49-3031.00,Sociology and Anthropology,1.23
49-3031.00,Geography,1.43
49-3031.00,Medicine and Dentistry,1.32
49-3031.00,Therapy and Counseling,1.2
49-3031.00,Education and Training,2.65
49-3031.00,English Language,3.39
49-3031.00,Foreign Language,1.51
49-3031.00,Fine Arts,1.19
49-3031.00,History and Archeology,1.19
49-3031.00,Philosophy and Theology,1.14
49-3031.00,Public Safety and Security,3.46
49-3031.00,Law and Government,2.56
49-3031.00,Telecommunications,2.16
49-3031.00,Communications and Media,1.93
49-3031.00,Transportation,3.67
49-3041.00,Administration and Management,3.14
49-3041.00,Clerical,2.37
49-3041.00,Economics and Accounting,2.07
49-3041.00,Sales and Marketing,2.49
49-3041.00,Customer and Personal Service,3.39
49-3041.00,Personnel and Human Resources,2.36
49-3041.00,Production and Processing,2.56
49-3041.00,Food Production,2.16
49-3041.00,Computers and Electronics,3.36
49-3041.00,Engineering and Technology,3.07
49-3041.00,Design,2.97
49-3041.00,Building and Construction,2.51
49-3041.00,Mechanical,4.68
49-3041.00,Mathematics,3.23
49-3041.00,Physics,2.76
49-3041.00,Chemistry,2.43
49-3041.00,Biology,1.85
49-3041.00,Psychology,2.07
49-3041.00,Sociology and Anthropology,1.36
49-3041.00,Geography,2.39
49-3041.00,Medicine and Dentistry,1.7
49-3041.00,Therapy and Counseling,1.64
49-3041.00,Education and Training,3.21
49-3041.00,English Language,3.34
49-3041.00,Foreign Language,1.57
49-3041.00,Fine Arts,1.14
49-3041.00,History and Archeology,1.38
49-3041.00,Philosophy and Theology,1.36
49-3041.00,Public Safety and Security,2.82
49-3041.00,Law and Government,2.31
49-3041.00,Telecommunications,2.51
49-3041.00,Communications and Media,1.93
49-3041.00,Transportation,2.93
49-3042.00,Administration and Management,1.99
49-3042.00,Clerical,2.47
49-3042.00,Economics and Accounting,1.34
49-3042.00,Sales and Marketing,1.73
49-3042.00,Customer and Personal Service,3.29
49-3042.00,Personnel and Human Resources,1.56
49-3042.00,Production and Processing,2.46
49-3042.00,Food Production,1.2
49-3042.00,Computers and Electronics,3.06
49-3042.00,Engineering and Technology,2.58
49-3042.00,Design,2.44
49-3042.00,Building and Construction,2.99
49-3042.00,Mechanical,4.76
49-3042.00,Mathematics,3.27
49-3042.00,Physics,2.49
49-3042.00,Chemistry,2.35
49-3042.00,Biology,1.3
49-3042.00,Psychology,1.5
49-3042.00,Sociology and Anthropology,1.16
49-3042.00,Geography,1.69
49-3042.00,Medicine and Dentistry,1.09
49-3042.00,Therapy and Counseling,1.08
49-3042.00,Education and Training,2.2
49-3042.00,English Language,2.95
49-3042.00,Foreign Language,1.07
49-3042.00,Fine Arts,1
49-3042.00,History and Archeology,1.12
49-3042.00,Philosophy and Theology,1.11
49-3042.00,Public Safety and Security,3.01
49-3042.00,Law and Government,2.06
49-3042.00,Telecommunications,1.54
49-3042.00,Communications and Media,1.44
49-3042.00,Transportation,2.64
49-3043.00,Administration and Management,3.24
49-3043.00,Clerical,2.36
49-3043.00,Economics and Accounting,2.11
49-3043.00,Sales and Marketing,1.54
49-3043.00,Customer and Personal Service,2.83
49-3043.00,Personnel and Human Resources,1.82
49-3043.00,Production and Processing,3.4
49-3043.00,Food Production,1.3
49-3043.00,Computers and Electronics,2.04
49-3043.00,Engineering and Technology,3.2
49-3043.00,Design,3.31
49-3043.00,Building and Construction,3.21
49-3043.00,Mechanical,4.48
49-3043.00,Mathematics,3.02
49-3043.00,Physics,2.46
49-3043.00,Chemistry,1.56
49-3043.00,Biology,1.05
49-3043.00,Psychology,1.49
49-3043.00,Sociology and Anthropology,1.28
49-3043.00,Geography,1.25
49-3043.00,Medicine and Dentistry,1.58
49-3043.00,Therapy and Counseling,1.2
49-3043.00,Education and Training,2.62
49-3043.00,English Language,2.54
49-3043.00,Foreign Language,1.34
49-3043.00,Fine Arts,1.02
49-3043.00,History and Archeology,1.03
49-3043.00,Philosophy and Theology,1.21
49-3043.00,Public Safety and Security,2.96
49-3043.00,Law and Government,2.03
49-3043.00,Telecommunications,1.69
49-3043.00,Communications and Media,1.49
49-3043.00,Transportation,3.13
49-3051.00,Administration and Management,3.06
49-3051.00,Clerical,2.73
49-3051.00,Economics and Accounting,2.17
49-3051.00,Sales and Marketing,2.43
49-3051.00,Customer and Personal Service,3.93
49-3051.00,Personnel and Human Resources,2.05
49-3051.00,Production and Processing,2.39
49-3051.00,Food Production,1.19
49-3051.00,Computers and Electronics,3.5
49-3051.00,Engineering and Technology,3.26
49-3051.00,Design,2.72
49-3051.00,Building and Construction,2.46
49-3051.00,Mechanical,4.79
49-3051.00,Mathematics,3.34
49-3051.00,Physics,3.03
49-3051.00,Chemistry,2.52
49-3051.00,Biology,1.66
49-3051.00,Psychology,1.92
49-3051.00,Sociology and Anthropology,1.51
49-3051.00,Geography,1.92
49-3051.00,Medicine and Dentistry,1.19
49-3051.00,Therapy and Counseling,1.25
49-3051.00,Education and Training,2.94
49-3051.00,English Language,3.49
49-3051.00,Foreign Language,1.11
49-3051.00,Fine Arts,1.11
49-3051.00,History and Archeology,1.19
49-3051.00,Philosophy and Theology,1.18
49-3051.00,Public Safety and Security,2.59
49-3051.00,Law and Government,2.4
49-3051.00,Telecommunications,1.92
49-3051.00,Communications and Media,1.92
49-3051.00,Transportation,3.08
49-3052.00,Administration and Management,2.88
49-3052.00,Clerical,2.3
49-3052.00,Economics and Accounting,2.03
49-3052.00,Sales and Marketing,2.38
49-3052.00,Customer and Personal Service,4.11
49-3052.00,Personnel and Human Resources,1.75
49-3052.00,Production and Processing,2.6
49-3052.00,Food Production,1
49-3052.00,Computers and Electronics,3.55
49-3052.00,Engineering and Technology,2.45
49-3052.00,Design,2.41
49-3052.00,Building and Construction,1.53
49-3052.00,Mechanical,4.74
49-3052.00,Mathematics,3.46
49-3052.00,Physics,2.94
49-3052.00,Chemistry,2.65
49-3052.00,Biology,1.1
49-3052.00,Psychology,1.98
49-3052.00,Sociology and Anthropology,1
49-3052.00,Geography,1.05
49-3052.00,Medicine and Dentistry,1.11
49-3052.00,Therapy and Counseling,1.07
49-3052.00,Education and Training,2.96
49-3052.00,English Language,3.27
49-3052.00,Foreign Language,1.08
49-3052.00,Fine Arts,1
49-3052.00,History and Archeology,1.05
49-3052.00,Philosophy and Theology,1
49-3052.00,Public Safety and Security,2.95
49-3052.00,Law and Government,1.69
49-3052.00,Telecommunications,1.67
49-3052.00,Communications and Media,1.67
49-3052.00,Transportation,1.89
49-3053.00,Administration and Management,2.93
49-3053.00,Clerical,2.36
49-3053.00,Economics and Accounting,2.35
49-3053.00,Sales and Marketing,3.1
49-3053.00,Customer and Personal Service,3.46
49-3053.00,Personnel and Human Resources,2.27
49-3053.00,Production and Processing,2.84
49-3053.00,Food Production,1.61
49-3053.00,Computers and Electronics,2.96
49-3053.00,Engineering and Technology,3.18
49-3053.00,Design,2.76
49-3053.00,Building and Construction,2.29
49-3053.00,Mechanical,4.35
49-3053.00,Mathematics,2.66
49-3053.00,Physics,2.86
49-3053.00,Chemistry,2.47
49-3053.00,Biology,1.66
49-3053.00,Psychology,2.1
49-3053.00,Sociology and Anthropology,2.05
49-3053.00,Geography,2.47
49-3053.00,Medicine and Dentistry,1.69
49-3053.00,Therapy and Counseling,2.09
49-3053.00,Education and Training,3.17
49-3053.00,English Language,3.42
49-3053.00,Foreign Language,1.49
49-3053.00,Fine Arts,1.3
49-3053.00,History and Archeology,1.62
49-3053.00,Philosophy and Theology,1.5
49-3053.00,Public Safety and Security,2.73
49-3053.00,Law and Government,2.61
49-3053.00,Telecommunications,2.29
49-3053.00,Communications and Media,2.2
49-3053.00,Transportation,3.15
49-3091.00,Administration and Management,3.48
49-3091.00,Clerical,2.93
49-3091.00,Economics and Accounting,2.49
49-3091.00,Sales and Marketing,4.05
49-3091.00,Customer and Personal Service,4.22
49-3091.00,Personnel and Human Resources,2.23
49-3091.00,Production and Processing,3.12
49-3091.00,Food Production,1.35
49-3091.00,Computers and Electronics,2.31
49-3091.00,Engineering and Technology,3.48
49-3091.00,Design,3.23
49-3091.00,Building and Construction,2.63
49-3091.00,Mechanical,4.97
49-3091.00,Mathematics,3
49-3091.00,Physics,2.35
49-3091.00,Chemistry,2.14
49-3091.00,Biology,1
49-3091.00,Psychology,2.02
49-3091.00,Sociology and Anthropology,1.65
49-3091.00,Geography,1.97
49-3091.00,Medicine and Dentistry,1
49-3091.00,Therapy and Counseling,1.01
49-3091.00,Education and Training,2.86
49-3091.00,English Language,3.64
49-3091.00,Foreign Language,1.83
49-3091.00,Fine Arts,1.19
49-3091.00,History and Archeology,1.5
49-3091.00,Philosophy and Theology,1.01
49-3091.00,Public Safety and Security,1.98
49-3091.00,Law and Government,1.97
49-3091.00,Telecommunications,2
49-3091.00,Communications and Media,2.15
49-3091.00,Transportation,2.77
49-3092.00,Administration and Management,3
49-3092.00,Clerical,2.07
49-3092.00,Economics and Accounting,1.47
49-3092.00,Sales and Marketing,2.6
49-3092.00,Customer and Personal Service,4.03
49-3092.00,Personnel and Human Resources,1.9
49-3092.00,Production and Processing,2.69
49-3092.00,Food Production,1.01
49-3092.00,Computers and Electronics,2.42
49-3092.00,Engineering and Technology,2.42
49-3092.00,Design,2.23
49-3092.00,Building and Construction,2.76
49-3092.00,Mechanical,4.04
49-3092.00,Mathematics,2.11
49-3092.00,Physics,1.72
49-3092.00,Chemistry,2.13
49-3092.00,Biology,1.14
49-3092.00,Psychology,1.62
49-3092.00,Sociology and Anthropology,1.18
49-3092.00,Geography,1.28
49-3092.00,Medicine and Dentistry,1.14
49-3092.00,Therapy and Counseling,1.06
49-3092.00,Education and Training,2.27
49-3092.00,English Language,2.64
49-3092.00,Foreign Language,1.27
49-3092.00,Fine Arts,1
49-3092.00,History and Archeology,1.06
49-3092.00,Philosophy and Theology,1.06
49-3092.00,Public Safety and Security,2.24
49-3092.00,Law and Government,1.62
49-3092.00,Telecommunications,1.93
49-3092.00,Communications and Media,1.57
49-3092.00,Transportation,2.23
49-3093.00,Administration and Management,3.18
49-3093.00,Clerical,2.3
49-3093.00,Economics and Accounting,2.14
49-3093.00,Sales and Marketing,3.02
49-3093.00,Customer and Personal Service,3.58
49-3093.00,Personnel and Human Resources,2.33
49-3093.00,Production and Processing,2.84
49-3093.00,Food Production,1.17
49-3093.00,Computers and Electronics,2.45
49-3093.00,Engineering and Technology,2.64
49-3093.00,Design,1.95
49-3093.00,Building and Construction,1.75
49-3093.00,Mechanical,4.01
49-3093.00,Mathematics,2.7
49-3093.00,Physics,1.73
49-3093.00,Chemistry,1.69
49-3093.00,Biology,1.14
49-3093.00,Psychology,1.79
49-3093.00,Sociology and Anthropology,1.38
49-3093.00,Geography,1.28
49-3093.00,Medicine and Dentistry,1.19
49-3093.00,Therapy and Counseling,1.17
49-3093.00,Education and Training,2.44
49-3093.00,English Language,2.94
49-3093.00,Foreign Language,1.36
49-3093.00,Fine Arts,1.13
49-3093.00,History and Archeology,1.24
49-3093.00,Philosophy and Theology,1.21
49-3093.00,Public Safety and Security,2.87
49-3093.00,Law and Government,2.48
49-3093.00,Telecommunications,1.8
49-3093.00,Communications and Media,1.68
49-3093.00,Transportation,2.74
49-9011.00,Administration and Management,2.71
49-9011.00,Clerical,1.99
49-9011.00,Economics and Accounting,1.36
49-9011.00,Sales and Marketing,2.57
49-9011.00,Customer and Personal Service,3.84
49-9011.00,Personnel and Human Resources,1.76
49-9011.00,Production and Processing,2.42
49-9011.00,Food Production,1.02
49-9011.00,Computers and Electronics,2.92
49-9011.00,Engineering and Technology,3.09
49-9011.00,Design,2.76
49-9011.00,Building and Construction,3.73
49-9011.00,Mechanical,3.92
49-9011.00,Mathematics,2.97
49-9011.00,Physics,2.14
49-9011.00,Chemistry,1.33
49-9011.00,Biology,1.02
49-9011.00,Psychology,1.39
49-9011.00,Sociology and Anthropology,1.11
49-9011.00,Geography,1.46
49-9011.00,Medicine and Dentistry,1.19
49-9011.00,Therapy and Counseling,1.08
49-9011.00,Education and Training,2.6
49-9011.00,English Language,2.88
49-9011.00,Foreign Language,1.16
49-9011.00,Fine Arts,1.06
49-9011.00,History and Archeology,1.04
49-9011.00,Philosophy and Theology,1.08
49-9011.00,Public Safety and Security,2.75
49-9011.00,Law and Government,1.94
49-9011.00,Telecommunications,1.5
49-9011.00,Communications and Media,1.36
49-9011.00,Transportation,2.1
49-9012.00,Administration and Management,2.88
49-9012.00,Clerical,2.71
49-9012.00,Economics and Accounting,2.15
49-9012.00,Sales and Marketing,1.69
49-9012.00,Customer and Personal Service,3.25
49-9012.00,Personnel and Human Resources,2.07
49-9012.00,Production and Processing,3.05
49-9012.00,Food Production,1.07
49-9012.00,Computers and Electronics,3.25
49-9012.00,Engineering and Technology,3.63
49-9012.00,Design,3.18
49-9012.00,Building and Construction,2.94
49-9012.00,Mechanical,4.12
49-9012.00,Mathematics,3.19
49-9012.00,Physics,2.82
49-9012.00,Chemistry,2.64
49-9012.00,Biology,1.69
49-9012.00,Psychology,1.75
49-9012.00,Sociology and Anthropology,1.31
49-9012.00,Geography,1.89
49-9012.00,Medicine and Dentistry,1.42
49-9012.00,Therapy and Counseling,1.32
49-9012.00,Education and Training,2.82
49-9012.00,English Language,2.9
49-9012.00,Foreign Language,1.38
49-9012.00,Fine Arts,1.02
49-9012.00,History and Archeology,1.25
49-9012.00,Philosophy and Theology,1.28
49-9012.00,Public Safety and Security,3.54
49-9012.00,Law and Government,2.4
49-9012.00,Telecommunications,2.22
49-9012.00,Communications and Media,1.89
49-9012.00,Transportation,2.17
49-9021.01,Administration and Management,2.79
49-9021.01,Clerical,2.32
49-9021.01,Economics and Accounting,1.99
49-9021.01,Sales and Marketing,3.16
49-9021.01,Customer and Personal Service,4.2
49-9021.01,Personnel and Human Resources,2.6
49-9021.01,Production and Processing,2.39
49-9021.01,Food Production,1.12
49-9021.01,Computers and Electronics,3.28
49-9021.01,Engineering and Technology,2.97
49-9021.01,Design,3.39
49-9021.01,Building and Construction,3.86
49-9021.01,Mechanical,4.51
49-9021.01,Mathematics,3.21
49-9021.01,Physics,3.4
49-9021.01,Chemistry,2.9
49-9021.01,Biology,1.5
49-9021.01,Psychology,1.82
49-9021.01,Sociology and Anthropology,1.33
49-9021.01,Geography,1.6
49-9021.01,Medicine and Dentistry,1.35
49-9021.01,Therapy and Counseling,1.38
49-9021.01,Education and Training,2.8
49-9021.01,English Language,3.35
49-9021.01,Foreign Language,1.48
49-9021.01,Fine Arts,1.02
49-9021.01,History and Archeology,1.25
49-9021.01,Philosophy and Theology,1.3
49-9021.01,Public Safety and Security,2.97
49-9021.01,Law and Government,2.85
49-9021.01,Telecommunications,2.01
49-9021.01,Communications and Media,1.8
49-9021.01,Transportation,2.33
49-9021.02,Administration and Management,3.51
49-9021.02,Clerical,2.77
49-9021.02,Economics and Accounting,1.92
49-9021.02,Sales and Marketing,2.66
49-9021.02,Customer and Personal Service,3.81
49-9021.02,Personnel and Human Resources,2.47
49-9021.02,Production and Processing,2.66
49-9021.02,Food Production,2.11
49-9021.02,Computers and Electronics,3.56
49-9021.02,Engineering and Technology,3.56
49-9021.02,Design,2.93
49-9021.02,Building and Construction,3.09
49-9021.02,Mechanical,4.53
49-9021.02,Mathematics,2.96
49-9021.02,Physics,3.35
49-9021.02,Chemistry,2.94
49-9021.02,Biology,1.44
49-9021.02,Psychology,1.78
49-9021.02,Sociology and Anthropology,1.32
49-9021.02,Geography,1.72
49-9021.02,Medicine and Dentistry,1.5
49-9021.02,Therapy and Counseling,1.4
49-9021.02,Education and Training,3.07
49-9021.02,English Language,3.27
49-9021.02,Foreign Language,1.64
49-9021.02,Fine Arts,1.01
49-9021.02,History and Archeology,1.22
49-9021.02,Philosophy and Theology,1.24
49-9021.02,Public Safety and Security,2.61
49-9021.02,Law and Government,2.32
49-9021.02,Telecommunications,2.11
49-9021.02,Communications and Media,1.74
49-9021.02,Transportation,2.64
49-9031.00,Administration and Management,3.41
49-9031.00,Clerical,3.4
49-9031.00,Economics and Accounting,2.47
49-9031.00,Sales and Marketing,3.18
49-9031.00,Customer and Personal Service,4.07
49-9031.00,Personnel and Human Resources,2.42
49-9031.00,Production and Processing,2.1
49-9031.00,Food Production,1.28
49-9031.00,Computers and Electronics,3.36
49-9031.00,Engineering and Technology,3
49-9031.00,Design,2.17
49-9031.00,Building and Construction,1.6
49-9031.00,Mechanical,4
49-9031.00,Mathematics,2.91
49-9031.00,Physics,2.21
49-9031.00,Chemistry,2.08
49-9031.00,Biology,1.49
49-9031.00,Psychology,2.31
49-9031.00,Sociology and Anthropology,1.52
49-9031.00,Geography,2.23
49-9031.00,Medicine and Dentistry,1.13
49-9031.00,Therapy and Counseling,1.21
49-9031.00,Education and Training,2.68
49-9031.00,English Language,3.44
49-9031.00,Foreign Language,2.02
49-9031.00,Fine Arts,1
49-9031.00,History and Archeology,1
49-9031.00,Philosophy and Theology,1.19
49-9031.00,Public Safety and Security,2.08
49-9031.00,Law and Government,1.75
49-9031.00,Telecommunications,1.76
49-9031.00,Communications and Media,1.68
49-9031.00,Transportation,2.43
49-9041.00,Administration and Management,2.86
49-9041.00,Clerical,2.16
49-9041.00,Economics and Accounting,2.07
49-9041.00,Sales and Marketing,1.52
49-9041.00,Customer and Personal Service,2.36
49-9041.00,Personnel and Human Resources,2.24
49-9041.00,Production and Processing,3.51
49-9041.00,Food Production,1.72
49-9041.00,Computers and Electronics,3.27
49-9041.00,Engineering and Technology,3.68
49-9041.00,Design,3.26
49-9041.00,Building and Construction,3.06
49-9041.00,Mechanical,4.61
49-9041.00,Mathematics,3.45
49-9041.00,Physics,2.87
49-9041.00,Chemistry,2.5
49-9041.00,Biology,1.5
49-9041.00,Psychology,2.01
49-9041.00,Sociology and Anthropology,1.15
49-9041.00,Geography,1.29
49-9041.00,Medicine and Dentistry,1.29
49-9041.00,Therapy and Counseling,1.22
49-9041.00,Education and Training,2.92
49-9041.00,English Language,3.44
49-9041.00,Foreign Language,1.79
49-9041.00,Fine Arts,1.11
49-9041.00,History and Archeology,1.13
49-9041.00,Philosophy and Theology,1.32
49-9041.00,Public Safety and Security,3.06
49-9041.00,Law and Government,1.89
49-9041.00,Telecommunications,2.12
49-9041.00,Communications and Media,1.72
49-9041.00,Transportation,1.81
49-9043.00,Administration and Management,2.9
49-9043.00,Clerical,2.18
49-9043.00,Economics and Accounting,1.84
49-9043.00,Sales and Marketing,1.55
49-9043.00,Customer and Personal Service,2.18
49-9043.00,Personnel and Human Resources,1.95
49-9043.00,Production and Processing,2.84
49-9043.00,Food Production,1.54
49-9043.00,Computers and Electronics,2.47
49-9043.00,Engineering and Technology,3.11
49-9043.00,Design,3.18
49-9043.00,Building and Construction,2.72
49-9043.00,Mechanical,4.28
49-9043.00,Mathematics,3.26
49-9043.00,Physics,2.68
49-9043.00,Chemistry,2.42
49-9043.00,Biology,1.53
49-9043.00,Psychology,1.91
49-9043.00,Sociology and Anthropology,1.59
49-9043.00,Geography,1.56
49-9043.00,Medicine and Dentistry,1.76
49-9043.00,Therapy and Counseling,1.57
49-9043.00,Education and Training,2.6
49-9043.00,English Language,3.15
49-9043.00,Foreign Language,1.25
49-9043.00,Fine Arts,1.19
49-9043.00,History and Archeology,1.34
49-9043.00,Philosophy and Theology,1.49
49-9043.00,Public Safety and Security,2.88
49-9043.00,Law and Government,2.27
49-9043.00,Telecommunications,2
49-9043.00,Communications and Media,1.73
49-9043.00,Transportation,2.03
49-9044.00,Administration and Management,2.79
49-9044.00,Clerical,2.12
49-9044.00,Economics and Accounting,1.83
49-9044.00,Sales and Marketing,1.96
49-9044.00,Customer and Personal Service,3.08
49-9044.00,Personnel and Human Resources,2.71
49-9044.00,Production and Processing,3
49-9044.00,Food Production,1.67
49-9044.00,Computers and Electronics,2.17
49-9044.00,Engineering and Technology,3.08
49-9044.00,Design,3.79
49-9044.00,Building and Construction,3.67
49-9044.00,Mechanical,4.74
49-9044.00,Mathematics,4.12
49-9044.00,Physics,3.08
49-9044.00,Chemistry,2.67
49-9044.00,Biology,1.54
49-9044.00,Psychology,2.33
49-9044.00,Sociology and Anthropology,1.42
49-9044.00,Geography,1.73
49-9044.00,Medicine and Dentistry,1.71
49-9044.00,Therapy and Counseling,1.58
49-9044.00,Education and Training,3.46
49-9044.00,English Language,3.62
49-9044.00,Foreign Language,1.5
49-9044.00,Fine Arts,1.04
49-9044.00,History and Archeology,1.35
49-9044.00,Philosophy and Theology,1.42
49-9044.00,Public Safety and Security,3.33
49-9044.00,Law and Government,2.12
49-9044.00,Telecommunications,1.67
49-9044.00,Communications and Media,1.64
49-9044.00,Transportation,2.52
49-9045.00,Administration and Management,2.1
49-9045.00,Clerical,1.48
49-9045.00,Economics and Accounting,1.04
49-9045.00,Sales and Marketing,1.49
49-9045.00,Customer and Personal Service,1.88
49-9045.00,Personnel and Human Resources,1.64
49-9045.00,Production and Processing,2.98
49-9045.00,Food Production,1.2
49-9045.00,Computers and Electronics,1.71
49-9045.00,Engineering and Technology,2.23
49-9045.00,Design,2.42
49-9045.00,Building and Construction,2.26
49-9045.00,Mechanical,3.53
49-9045.00,Mathematics,2.59
49-9045.00,Physics,1.67
49-9045.00,Chemistry,2.47
49-9045.00,Biology,1.19
49-9045.00,Psychology,1.17
49-9045.00,Sociology and Anthropology,1.14
49-9045.00,Geography,1.36
49-9045.00,Medicine and Dentistry,1.27
49-9045.00,Therapy and Counseling,1.01
49-9045.00,Education and Training,2.41
49-9045.00,English Language,2.68
49-9045.00,Foreign Language,1.01
49-9045.00,Fine Arts,1.01
49-9045.00,History and Archeology,1.11
49-9045.00,Philosophy and Theology,1.03
49-9045.00,Public Safety and Security,2.74
49-9045.00,Law and Government,1.61
49-9045.00,Telecommunications,1.28
49-9045.00,Communications and Media,1.83
49-9045.00,Transportation,1.9
49-9051.00,Administration and Management,2.57
49-9051.00,Clerical,2.22
49-9051.00,Economics and Accounting,1.54
49-9051.00,Sales and Marketing,1.06
49-9051.00,Customer and Personal Service,3.36
49-9051.00,Personnel and Human Resources,2.17
49-9051.00,Production and Processing,1.36
49-9051.00,Food Production,1.05
49-9051.00,Computers and Electronics,2.22
49-9051.00,Engineering and Technology,2.31
49-9051.00,Design,2.32
49-9051.00,Building and Construction,2.18
49-9051.00,Mechanical,3.43
49-9051.00,Mathematics,2.84
49-9051.00,Physics,2.99
49-9051.00,Chemistry,1.85
49-9051.00,Biology,1.37
49-9051.00,Psychology,2.26
49-9051.00,Sociology and Anthropology,1.59
49-9051.00,Geography,1.88
49-9051.00,Medicine and Dentistry,1.92
49-9051.00,Therapy and Counseling,1.81
49-9051.00,Education and Training,2.68
49-9051.00,English Language,2.85
49-9051.00,Foreign Language,1.42
49-9051.00,Fine Arts,1.04
49-9051.00,History and Archeology,1.09
49-9051.00,Philosophy and Theology,1.62
49-9051.00,Public Safety and Security,2.41
49-9051.00,Law and Government,2.13
49-9051.00,Telecommunications,2.79
49-9051.00,Communications and Media,1.91
49-9051.00,Transportation,2.4
49-9052.00,Administration and Management,2.92
49-9052.00,Clerical,2.12
49-9052.00,Economics and Accounting,1.77
49-9052.00,Sales and Marketing,2.68
49-9052.00,Customer and Personal Service,4.39
49-9052.00,Personnel and Human Resources,2.24
49-9052.00,Production and Processing,2.7
49-9052.00,Food Production,1.07
49-9052.00,Computers and Electronics,3.26
49-9052.00,Engineering and Technology,2.86
49-9052.00,Design,2.73
49-9052.00,Building and Construction,2.62
49-9052.00,Mechanical,3.22
49-9052.00,Mathematics,2.74
49-9052.00,Physics,1.83
49-9052.00,Chemistry,1.67
49-9052.00,Biology,1.16
49-9052.00,Psychology,1.78
49-9052.00,Sociology and Anthropology,1.13
49-9052.00,Geography,1.88
49-9052.00,Medicine and Dentistry,1.22
49-9052.00,Therapy and Counseling,1.44
49-9052.00,Education and Training,3.19
49-9052.00,English Language,3.74
49-9052.00,Foreign Language,1.47
49-9052.00,Fine Arts,1.01
49-9052.00,History and Archeology,1.16
49-9052.00,Philosophy and Theology,1.2
49-9052.00,Public Safety and Security,3.39
49-9052.00,Law and Government,1.89
49-9052.00,Telecommunications,4.49
49-9052.00,Communications and Media,3.14
49-9052.00,Transportation,2.66
49-9061.00,Administration and Management,2.64
49-9061.00,Clerical,2.79
49-9061.00,Economics and Accounting,2.38
49-9061.00,Sales and Marketing,2.67
49-9061.00,Customer and Personal Service,3.61
49-9061.00,Personnel and Human Resources,2.44
49-9061.00,Production and Processing,2.45
49-9061.00,Food Production,1.09
49-9061.00,Computers and Electronics,3.7
49-9061.00,Engineering and Technology,3.27
49-9061.00,Design,2.5
49-9061.00,Building and Construction,1.33
49-9061.00,Mechanical,3.91
49-9061.00,Mathematics,2.62
49-9061.00,Physics,1.65
49-9061.00,Chemistry,1.76
49-9061.00,Biology,1
49-9061.00,Psychology,1.93
49-9061.00,Sociology and Anthropology,1.44
49-9061.00,Geography,1.48
49-9061.00,Medicine and Dentistry,1.15
49-9061.00,Therapy and Counseling,1.09
49-9061.00,Education and Training,2.77
